property,sentence
0,"The only regular JTAG registers a debugger might use are BYPASS and IDCODE, but this specification leaves IR space for many other standard JTAG instructions."
0,Unimplemented instructions must select the BYPASS register.
0,This register is selected (in IR) when the TAP state machine is reset.
0,Its definition is exactly as defined in IEEE Std 1149.1-2013.
0,Identifies the designer/manufacturer of this part.
0,Bits 6:0 must be bits 6:0 of the designer/manufacturer's Identification Code as assigned by JEDEC Standard JEP106.
0,Bits 10:7 contain the modulo16 count of the number of continuation characters
0,The size of this register will remain constant in future versions so that a debugger can always determine the version of the DTM.
0,"Writing 1 to this bit does a hard reset of the DTM, causing the DTM to forget about any outstanding DMI transactions."
0,In general this should only be used when the Debugger has reason to expect that the outstanding DMI transaction will never complete (e.g. a reset condition caused an inflight This is a hint to the debugger of the minimum number of cycles a debugger should spend in RunTest/Idle after every DMI scan to avoid a 'busy' return code (dmistat of 3).
0,A debugger must still check dmistat when necessary.
0,1: Enter Run-Test/Idle and leave it immediately.
0,2: Enter Run-Test/Idle and stay there for 1 cycle before leaving.
0,cess was still in progress (resulted in op of 3).
0,0: Version described in spec version 0.11.
0,1: Version described in spec version 0.13.
0,This register allows access to the Debug Module Interface (DMI).
0,"In Capture-DR, the DTM updates data with the result from that operation, updating op if the current op isn't sticky."
0,See SectionB.1and Table	 for examples of how this is used.
0,"scans, which must all be executed or stop as soon as there's a problem."
0, For instance a series of scans may write a Debug Program and execute it.
0,"If one of the writes fails but the execution continues, then the Debug Program may hang or have other unexpected side effects."
0,value is used to access the DM over the DMI.
0,Don't send anything over the DMI during Update-DR.
0,This operation should never result in a busy or error response.
0,The address and data reported in the following Capture-DR are undefined.
0,2: A previous operation failed.
0,The data scanned into dmi in this access will be ignored.
0,This status is sticky and can be cleared by writing dmireset in dtmcs.
0,"There are no specified cases in which the DM would respond with an error, and DMI is not required to support returning errors."
0,quest is still in progress.
0,The data scanned into dmi in this access will be ignored.
0,This status is sticky and can be cleared by writing dmireset in dtmcs.
0,"If a debugger sees this status, it needs to give the target more TCK edges between UpdateDR and Capture-DR."
0,The simplest way to do that
0,1-bit register that has no effect.
1,It is used when a debugger does not want to communicate with this TAP.
0,"To make it easy to acquire debug hardware, this spec recommends a connector that is compatible with the MIPI-10 .05 inch connector specification, as described in the MIPI Alliance Recommendation for Debug and Trace Connectors, Version 1.10.00, 16 March 2011."
0,"The connector has .05 inch spacing, gold-plated male header with .016 inch thick hardened copper or beryllium bronze square posts (SAMTEC FTSH or equivalent)."
0,Female connectors are compatible 20µm gold connectors.
0,"Viewing the male header from above (the pins pointing at your eye), a target's connector looks as it does in Table6.5."
0,The function of each pin is described in Table6.7.
1,If a platform requires nTRST then it is permissible to reuse the nRESET pin as the nTRST signal.
1,"If a platform requires both system reset and TAP reset, the MIPI-20 connector should be used."
0,"Its physical connector is virtually identical to MIPI-10, except that it's twice as long, supporting twice as many pins."
0,Its connector is show in Table6.6.
0,The same connectors can be used for 2-wire cJTAG.
0,"In that case TMS is used for TMSC, and TCK is used for TCKC."
0,Below are two possible implementations.
0,"A designer could choose one, mix and match, or come up with their own design."
0,Muxes on the register file(s) allow for accessing GPRs and CSRs using the Access Register abstract command.
0,Memory is accessed using the Abstract Access Memory command or through System Bus Access.
1,This implementation could allow a debugger to collect information from the hart even when that hart is unable to execute instructions.
0,"This implementation only implements the Access Register abstract command for GPRs on a halted hart, and relies on the Program Buffer for all other operations."
0,It uses the hart's existing pipeline and ability to execute from arbitrary memory locations to avoid modifications to a hart's datapath.
1,"When the halt request bit is set, the Debug Module raises a special interrupt to the selected harts."
0,This interrupt causes each hart to enter Debug Mode and jump to a defined memory region that is serviced by the DM.
1,"When taking this exception, pc is saved to dpc and cause is updated in dcsr."
0,The code in the Debug Module causes the hart to execute a park loop.
0,In the park loop the hart writes its mhartid
0,to a memory location within the Debug Module to indicate that it is halted.
1,"To allow the DM to individually control one out of several halted harts, each hart polls for flags in a DM-controlled memory location to determine whether the debugger wants it to execute the Program Buffer or perform a resume."
0,"To execute an abstract command, the DM first populates some internal words of program buffer according to command."
1,"When transfer is set, the DM populates these words with lw <gpr>, 0x400(zero) or sw 0x400(zero), <gpr>."
0,64and 128-bit accesses use ld/sd and lq/sq respectively.
1,"If transfer is not set, the DM populates these instructions as nops."
1,"If execute is set, execution continues to the debugger-controlled Program Buffer, otherwise the DM causes a ebreak to execute immediately."
1,When ebreak is executed (indicating the end of the Program Buffer code) the hart returns to its park loop.
1,"If an exception is encountered, the hart jumps to a debug exception address within the Debug Module."
0,The code at that address causes the hart to write to an address in the Debug Module which indicates exception.
0,This address is considered I/O for fence instructions (see #9 on page39).
0,Then the hart jumps back to the park loop.
0,"The DM infers from the write that there was an exception, and sets cmderr appropriately."
1,"To resume execution, the debug module sets a flag which causes the hart to execute a dret."
1,"When dret is executed, pc is restored from dpc and normal execution resumes at the privilege set by prv."
0,are mapped into regular memory at an address relative to zero with only a 12-bit imm.
0,The exact address is an implementation detail that a debugger must not rely on.
0,"For additional flexibility, progbuf0, etc."
0,"are mapped into regular memory immediately preceding data0, in order to form a contiguous region of memory which can be used for either program execution or data transfer."
0,This section details how an external debugger might use the described debug interface to perform some common operations on RISC-V cores using the JTAG DTM described in Section6.1.
0,All these examples assume a 32-bit core but it should be easy to adapt the examples to 64or 128-bit cores.
0,"To keep the examples readable, they all assume that everything succeeds, and that they complete faster than the debugger can perform the next access."
0,This will be the case in a typical JTAG setup.
0,"However, the debugger must always check the sticky error status bits after performing a sequence of actions."
1,"If it sees any that are set, then it should attempt the same actions again, possibly while adding in some delay, or explicit checks for status bits."
1,"To read an arbitrary Debug Module register, select dmi, and scan in a value with op set to 1, and address set to the desired register address."
1,"In Update-DR the operation will start, and in Capture-DR its results will be captured into data."
0,"If the operation didn't complete in time, op will be 3 and the value in data must be ignored."
1,"The busy condition must be cleared by writing dmireset in dtmcs, and then the second scan scan must be performed again."
0,This process must be repeated until op returns 0.
0,"In later operations the debugger should allow for more time between Capture-DR and Update-DR. To write an arbitrary Debug Bus register, select dmi, and scan in a value with op set to 2, and address and data set to the desired register address and data respectively."
0,"From then on everything happens exactly as with a read, except that a write is performed instead of the read."
0,"It should almost never be necessary to scan IR, avoiding a big part of the inefficiency in typical JTAG use."
0,A user will want to know as quickly as possible when a hart is halted (e.g. due to a breakpoint).
0,"To efficiently determine which harts are halted when there are many harts, the debugger uses the haltsum registers."
1,"Assuming the maximum number of harts exist, first it checks haltsum3."
1,"For each bit set there, it writes hartsel, and checks haltsum2."
0,This process repeats through haltsum1 and haltsum0.
1,"Depending on how many harts exist, the process should start at one of the lower haltsum registers."
1,"To halt one or more harts, the debugger selects them, sets haltreq, and then waits for allhalted to indicate the harts are halted."
1,"Then it can clear haltreq to 0, or leave it high to catch a hart that resets while halted."
0,"First, the debugger should restore any registers that it has overwritten."
1,Then it can let the selected harts run by setting resumereq.
1,"Once allresumeack is set, the debugger knows the hart has resumed, and it can clear resumereq."
1,Harts might halt very quickly after resuming (e.g. by hitting a software breakpoint) so the debugger cannot use allhalted/anyhalted to check whether the hart resumed.
0,Using the hardware single step feature is almost the same as regular running.
0,The debugger just sets step in dcsr before letting the hart run.
0,"The hart behaves exactly as in the running case, except that interrupts may be disabled (depending on stepie) and it only fetches and executes a single instruction before re-entering Debug Mode."
0,Abstract commands are used to exchange data with GPRs.
0,"Using this mechanism, other registers can be accessed by moving their value into/out of GPRs."
0,"With system bus access, addresses are physical system bus addresses."
0,Read a word from memory using system bus access:
0,"Through the Program Buffer, the hart performs the memory accesses."
0,Addresses are physical or virtual (depending on mprven and other system configuration).
0,"Abstract memory accesses act as if they are performed by the hart, although the actual implementation may differ."
0,"With system bus access, addresses are physical system bus addresses."
0,Write a word to memory using system bus access:
0,"Through the Program Buffer, the hart performs the memory accesses."
0,Addresses are physical or virtual (depending on mprven and other system configuration).
0,"Abstract memory accesses act as if they are performed by the hart, although the actual implementation may differ."
0,A debugger can use hardware triggers to halt a hart when a certain event occurs.
0,"Below are some examples, but as there is no requirement on the number of features of the triggers implemented by a hart, these examples may not be applicable to all implementations."
1,"When a debugger wants to set a trigger, it writes the desired configuration, and then reads back to see if that configuration is supported."
0,Generally the debugger can avoid exceptions by being careful with the programs it writes.
0,"Sometimes they are unavoidable though, e.g. if the user asks to access memory or a CSR that is not implemented."
0,"A typical debugger will not know enough about the platform to know what's going to happen, and must attempt the access to determine the outcome."
1,"When an exception occurs while executing the Program Buffer, cmderr becomes set."
0,The debugger can check this field to see whether a program encountered an exception.
0,"If there was an exception, it's left to the debugger to know what must have caused it."
0,There are a variety of instructions to transfer data between GPRs and the data registers.
0,They are either loads/stores or CSR reads/writes.
0,The specific addresses also vary.
0,This is all specified in hartinfo.
0,"The examples here use the pseudo-op transfer dest, src to represent all these options."
0,This shows an example of setting the m bit in mcontrol to enable a hardware breakpoint in Mmode.
0,Similar quick access instructions could have been used previously to configure the trigger that is being enabled here:
0,"Since the ratification of 0.13, the following bugs have been fixed in 0.13.1:"
0,The third paragraph of Section 3.5 has a mistake.
0,"At the end of the process described there, the resume ack bit is set."
0,"The Argument Width of the Access Memory abstract command defined in Section 3.7.1.3 is determined by DXLEN, and not by aamsize."
0,"The order of operations listed in Section 3.12.23, describing reads from sbdata0, is incorrect."
0,It should read: Reads from this register start the following: 1.Return the data.
0,"If sbreadondata is set, perform another system bus read."
0,"4.If sbautoincrement is set, increment sbaddress."
0,"When a hart comes out of reset and haltreq is set, the hart will immediately enter Debug Mode."
0,The definition of mte in Section 5.2.6 should state that mte only affects triggers whose action is 0.
0,"In Section 5.2.13, when sselect is 0 it ignores svalue."
0,"In the last example in Section B.9, the value for tdata2 1 should be 0xefff8675."
0,Fixed a formatting issue that caused step 1 in the Quick Access description to be missing from the document.
0,This document describes the functionality of the reset controller and its interaction with the rest of the OpenTitan system.
0,The OpenTitan reset topology and reset controller block diagram are shown in the diagram below.
0,"The reset controller is closely related to the power controller, please refer to that spec for details on how reset controller inputs are controlled."
0,The test domain does not have sub reset trees.
0,TRSTn is used directly by all components in the domain.
0,"The Core domain consists of all remaining logic and contains 4 sub reset trees, see table below.This IP block implements a Full-Speed device according to the USB 2.0 specification."
0,It is attached to the chip interconnect bus as a peripheral module and conforms to the Comportable guideline for peripheral functionality.
0,Isochronous transfers larger than 64 bytes are currently not supported.
0,This feature might be added in a later version of this IP.
0,The USB device module is a simple software-driven generic USB device interface for Full-Speed USB 2.0 operation.
0,"The IP includes the physical layer interface, the low level USB protocol and a packet buffer interface to the software."
0,The physical layer interface features multiple transmit and receive paths to allow interfacing with a variety of USB PHYs or regular 3.3V IO pads for FPGA prototyping.
0,The USB device programming interface is not based on any existing interface.
0,"A useful quick reference for USB Full-Speed is USB Made Simple, Part 3 Data Flow."
0,The block diagram shows a high level view of the USB device including the main register access paths.
0,The USB Full-Speed interface runs at a data rate of 12 MHz.
0,The interface runs at four times this frequency and must be clocked from an accurate 48 MHz clock source.
0,"The USB specification for a Full-Speed device requires the average bit rate is 12 Mbps +/0.25%, so the clock needs to support maximum error of 2,500 ppm."
0,The maximum allowable integrated jitter is +/1 ns over 1 to 7 bit periods.
0,This module features the following output signals to provide a reference for synchronizing the 48 MHz clock source: usb_ref_pulse_o indicates the reception of a start of frame (SOF) packet.
0,The host is required to send a SOF packet every 1 ms.
0,It is set to one after the first SOF packet is received and remains high as long as usb_ref_pulse_o continues to behave as expected.
0,"As soon as it is detected that SOF will not be received as expected (usually because the link is no longer active), usb_ref_val_o deasserts to zero until after the next usb_ref_pulse_o."
0,Both these signals are synchronous to the 48 MHz clock.
0,"To successfully receive SOF packets without errors and thereby enabling clock synchronization, the initial accuracy of the 48 MHz clock source should be within 3.2% or 32,000 ppm."
0,This requirement comes from the fact that the SOF packet has a length of 24 bits (plus 8-bit sync field).
0,The first 8 bits are used to transfer the SOF packet ID (8b01011010).
0,"Internally, the USB device dynamically adjusts the sampling point based on observed line transitions."
0,"Assuming the last bit of the SOF packet ID is sampled in the middle of the eye, the drift over the remaining 16 bits of the packet must be lower than half a bit (10^6 * (0.5/16)=32,000 ppm)."
0,"To externally monitor the 48 MHz clock, the USB device supports an oscillator test mode which can be enabled by setting phy_config.tx_osc_test_mode to 1."
0,"In this mode, the device constantly transmits a J/K pattern but no longer receives SOF packets."
0,"Consequently, it does not generate reference pulses for clock synchronization."
0,Control transfers pass through synchronous FIFOs or have a ready bit synchronized across the clock domain boundary.
0,"A dual-port synchronous buffer SRAM is used for data transfers, and the bus clock and USB clock come from the same 48 MHz input."
0,"The wake detection module is clocked by a separate clock, and a couple registers are used to interface with it."
0,"Any bus-related clock domain crossings must happen outside the core, except for the transition between the 48 MHz clock and the wake detection modules clock."
0,The 48 MHz clock must be enabled to reach the registers in usbdev.
0,Full-Speed USB uses a bidirectional serial interface as shown in Figure 7-24 of the USB 2.0 Full-Speed specification.
0,"For reasons of flexibility, this IP block features multiple transmit and receive paths for interfacing with various transceivers."
0,The following sections describe how the various input/output signals relate to the USB interface pins for the different receive and transmit configurations.
0,"The IP block supports two different encodings, driving out on separate TX interfaces."
0,"The default encoding looks like the USB bus, with D+ and Dvalues driven on usb_dp_o and usb_dn_o pins."
0,"The alternate encoding uses usb_se0_o to indicate a single-ended zero (SE0), and usb_d_o encodes K/J (when usb_se0_o is low)."
0,"The TX mode can be selected by setting the use_tx_d_se0 bit in phy_config to either 1 (alternate, using d/se0) or 0 (default, using dp/dn)."
0,The following table summarizes how the different output signals relate to the USB interface pins.
0,"On an FPGA, the components should be used with a USB transceiver, as the regular bidirectional I/O cells will likely not be USB compliant."
0,"Note that according to the Comportable guideline for peripheral functionality, every output signal name_o has a dedicated output enable name_en_o."
0,"For TX data, these separate signals dp_en_o and dn_en_o all correspond to the same TX or output enable signal (OE in the USB spec)."
0,"The other signals listed are of the intersignal variety, and they do not go directly to pads or have dedicated output enable signals."
0,The IP block supports recovery of the differential K and J symbols from the output of an external differential receiver or directly from the D+/Dpair.
0,The D+/Dpair is always used to detect the single-ended zero (SE0) state.
0,The following table summarizes how the different input signals relate to the USB interface pins.
0,"On an FPGA, the components should be used with a USB transceiver, as the bidirectional regular IO cells will likely not be USB compliant."
0,This can be done inside the chip or with an external pin.
0,"A permanently connected resistor could be used if the pin flip feature is not needed, but this is not recommended because there is then no way to force the device to appear to unplug."
0,Only one of the pullup signals can be asserted at any time.
0,The selection is based on the pinflip bit in phy_config.
0,The suspend pin indicates to the USB transceiver that a constant idle has been detected on the link and the device is in the Suspend state (see Section 7.1.7.6 of the USB 2.0 specification).
0,Note that this may require a resistor divider or (for USB-C where VBUS can be up to 20V) active level translation to an acceptable voltage for the input pin.
0,"In an FPGA implementation, this signal can drive a 3.3V output pin that is driven high when the signal is asserted and set high impedance when the signal is deasserted, and the output pin used to drive a 1.5k resistor connected on the board to the D+ line."
0,"Alternatively, it can be used to enable an internal 1.5k pullup on the D+ pin."
0,"To control the pullup on the Dline, this USB device features dn_pullup_o signal."
0,"Of the two pullup signals dp_pullup_o and dn_pullup_o, only one can be enabled at any time."
0,"As this is a Full-Speed device, dp_pullup_o, i.e., the pullup on D+ is used by default (pinflip equals zero)."
0,"Referring to the Comportable guideline for peripheral device functionality, the module usbdev has the following hardware interfaces defined."
0,This interrupt is directly tied to whether a sent packet has not been acknowledged in the in_sent register.
1,"This interrupt is directly tied to the FIFO status, so the AV FIFO must be provided a free buffer before the interrupt is cleared."
1,"If the condition is not cleared, the interrupt can re-assert."
1,"This interrupt is directly tied to the FIFO status, so the RX FIFO must have an entry removed before the interrupt is cleared."
1,"If the condition is not cleared, the interrupt can re-assert."
0,"After transmitting the IN payload, the USB device expects a valid ACK handshake packet."
0,The USB link has a number of states.
0,These are detected and reported in usbstat.link_state and state changes are reported using interrupts.
0,The FSM implements a subset of the USB device state diagram shown in Figure 9-1 of the USB 2.0 specification.
0,"This is signaled when the VBUS is not driven by the host, which results in the sense input pin being low, or when the user has not connected the pull-up by enabling the interface."
0,"The device has been powered as VBUS is being driven by the host and the user has connected the pull-up, but the device has not been reset yet."
0,The implementation here will report the reset state and raise an interrupt when the link is in SE0 for 3 us.
0,"The link has been reset and can begin receiving packets, but no Start-of-Frame packets have yet been seen."
0,The link is awaiting the end of resume signaling before transitioning to the Active No SOF state.
0,"The USB 2.0 Full-Speed Protocol Engine is provided by the common USB interface code and is, strictly speaking, not part of this USB device module."
0,This means the USB device module must accept or provide data when requested.
0,The protocol engine may cancel a transaction because of a bad cyclic redundancy check (CRC) or request a retry if an acknowledgment (ACK) was not received.
0,A 2 kB SRAM is used as a packet buffer to hold data between the system and the USB interface.
0,This is divided up into 32 buffers each containing 64 bytes.
0,This is an asynchronous dual-port SRAM with software accessing from the bus clock domain and the USB interface accessing from the USB 48 MHz clock domain.
0,Software provides buffers for packet reception through a 4-entry Available Buffer FIFO.
0,"(More study needed but four seems about right: one just returned to software, one being filled, one ready to be filled, and one for luck)."
0,"The rxenable_out and rxenable_setup registers is used to indicate which endpoints will accept data from the host using OUT or SETUP transactions, respectively."
0,"When a packet is transferred from the host to the device (using an OUT or SETUP transaction) and reception of that type of transaction is enabled for the requested endpoint, the next buffer ID is pulled from the Available Buffer FIFO."
0,The packet data is written to the corresponding buffer in the packet buffer (the 2 kB SRAM).
0,"In addition, the buffer ID, the packet size, an out/setup flag and the endpoint ID are passed back to software using the Received Buffer FIFO and a pkt_received interrupt is raised."
0,Software should immediately provide a free buffer for future reception by writing the corresponding buffer ID to the Available Buffer FIFO.
0,It can then process the packet and eventually return the received buffer to the free pool.
0,This allows streaming on a single endpoint or across a number of endpoints.
0,"In the unfortunate event that the Available Buffer FIFO is empty or the Received Buffer FIFO is full, all OUT transactions are NAKed and SETUP transactions are ignored."
0,"In that event, the host will retry the transaction (up to some maximum attempts or time)."
0,"There are two options for a given OUT endpoints flow control, controlled by the set_nak_out register."
0,"For timing, this option implies that software may not be able to affect the response to a given transaction, and buffer availability is the only needed factor."
0,"That option uses NAK to defer the host, and this enables software to implement features that require protocol-level control at transaction boundaries, such as when implementing the functional stall."
0,"To send data to the host in response to an IN transaction, software first writes the data into a free buffer."
0,"Then, it writes the buffer ID, data length and rdy flag to the configin register of the corresponding endpoint."
0,"To keep track of such canceled buffers, the pend bit in the same register is set."
1,"Similarly, a Link Reset cancels any waiting IN transactions by clearing the rdy bit in the configin register of all endpoints."
0,The pend bit in the configin register is set for all endpoints with a pending IN transaction.
0,"The size of 64 bytes per buffer satisfies the maximum USB packet size for a Full-Speed interface for Control transfers (max may be 8, 16, 32 or 64 bytes), Bulk Transfers (max is 64 bytes) and Interrupt transfers (max is 64 bytes)."
0,It is small for Isochronous transfers (which have a max size of 1023 bytes).
0,The interface will need extending for high rate isochronous use (a possible option would be to allow up to 8 or 16 64-byte buffers to be aggregated as the isochronous buffer).
0,"The basic hardware initialization is to (in any order) configure the physical interface for the implementation via the phy_config register, fill the Available Buffer FIFO, enable IN and OUT endpoints with ID 0 (this is the control endpoint that the host will use to configure the interface), enable reception of SETUP and OUT packets on OUT Endpoint 0, and enable any required interrupts."
0,"Finally, the interface is enabled by setting the enable bit in the usbctrl register."
0,"Setting this bit causes the USB device to assert the pullup on the D+ line, which is used by the host to detect the device."
0,There is no need to configure the device ID in ( usbctrl.device_address) at this point â the line remains in reset and the hardware forces the device ID to zero.
0,"The second stage of initialization is done under control of the host, which will use control transfers (always beginning with SETUP transactions) to Endpoint 0."
0,Initially these will be sent to device ID 0.
0,"The host will then issue additional control transfers to Endpoint 0 to configure the device, now to the devices configured address."
0,"In response to the Set Configuration request, software should set up the rest of the endpoints for that configuration, including configuring the flow control behavior for OUT endpoints via the set_nak_out register, configuring the endpoint type via the rxenable_setup register (for a control endpoint) and the out_iso and in_iso registers (for isochronous OUT and IN endpoints, respectively)."
0,"Finally, software should enable the configured endpoints via the ep_out_enable and ep_in_enable registers."
0,Software needs to manage the buffers in the packet buffer (2 kB SRAM).
0,Each buffer can hold the maximum length packet for a Full-Speed interface (64 bytes).
0,"Other than for data movement, the management is most likely done based on their buffer ID which is a small integer between zero and (SRAM size in bytes)/(max packet size in bytes)."
0,"In order to avoid unintentionally deferring transactions, there must be buffers available when the host sends data to the device (an OUT or SETUP transaction)."
0,"Software needs to ensure (1) there are always buffer IDs in the Available Buffer FIFO, and (2) the Received Buffer FIFO is not full."
0,"For OUT transactions, if the Available Buffer FIFO is empty or the Received Buffer FIFO is full when data is received, a NAK will be returned to the host, requesting the packet be retried later."
0,"For SETUP transactions under the same conditions, the request will be dropped and a handshake will not be sent, indicating an error to the host and provoking a retry."
0,"These conditions cause the bus to be busy and perform no work, lowering performance for this device and potentially others on the same bus."
0,Timely management of buffers may have a significant impact on throughput.
0,"Keeping the Available Buffer FIFO full can be done with a simple loop, adding buffer IDs from the software-managed free pool until the FIFO is full."
0,"A simpler policy of just adding a buffer ID to the Available Buffer FIFO whenever a buffer ID is removed from the Received Buffer FIFO should work on average, but performance will be slightly worse when bursts of packets are received."
0,Flow control (using NAKs) may be done on a per-endpoint basis using the rxenable_out register.
0,This should only be done for short durations or the host may timeout the transaction.
0,The host will send OUT or SETUP transactions when it wants to transfer data to the device.
0,"The data packets are directed to a particular endpoint, and the maximum packet size is set per-endpoint in its Endpoint Descriptor (this must be the same or smaller than the maximum packet size supported by the device)."
0,Note that the data length could be between zero and the maximum packet size â in some situations a zero length packet is used as an acknowledgment or end of transfer.
0,The data length does not include the packet CRC.
0,"Packets with a bad CRC will not be transferred to the Received Buffer FIFO; the hardware will drop the transaction without a handshake, indicating an error to the host."
0,"For non-isochronous endpoints, this typically results in the host retrying the transaction."
0,The Endpoint Descriptor also includes a description of the frequency the endpoint should be polled (for isochronous and interrupt endpoints).
0,This data (with the packet CRC) will be sent as a response to the next IN transaction on the corresponding endpoint.
0,"Note that the configin for an endpoint is a single register, so no new data packet should be queued until the previous packet has been ACKed."
0,The out_stall and in_stall registers are used for endpoint stalling.
0,There is one dedicated register per endpoint.
0,Stalling is used to signal that the host should not retry a particular transmission or to signal certain error conditions (functional stall).
0,Control endpoints also use a STALL to indicate unsupported requests (protocol stall).
0,"Unused endpoints can have their in_stall or out_stall register left clear, so in many cases there is no need to use the register."
0,The hardware will then send a STALL response to all IN/OUT transactions until the next SETUP is received for this endpoint.
0,Receiving the SETUP token clears the in_stall and out_stall registers for that endpoint.
0,This register can be used to read out the state of the USB device inputs and outputs from software.
0,This is designed to be used for debugging purposes or during chip testing.
0,This register can be used to control the USB device inputs and outputs from software.
0,This is designed to be used for debugging purposes or during chip testing.
0,This interrupt is directly tied to whether a sent packet has not been acknowledged in the in_sent register.
0,"After transmitting the IN payload, the USB device expects a valid ACK handshake packet."
0,Its intention is to handle a resume-from-suspend event after the IP has been powered down.
0,This bit must be set to enable upstream transactions to be received on the endpoint and elicit responses.
0,Reflects the state of the sense pin.
0,1 indicates that the host is providing VBUS.
0,Note that this bit always shows the state of the actual pin and does not take account of the override control.
0,These buffers have packets that have been received and should be popped from the FIFO and processed.
0,This field contains the buffer ID that data was received into.
0,On read the buffer ID is popped from the Received Buffer FIFO and returned to software.
0,This field contains the data length in bytes of the packet written to the buffer.
0,This bit indicates if the received transaction is of type SETUP (1) or OUT (0).
0,This field contains the endpoint ID to which the packet was directed.
0,This bit must be set to enable SETUP transactions to be received on the endpoint.
0,This bit must be set to enable OUT transactions to be received on the endpoint.
1,"When this bit is set, hardware will clear this endpoint's rxenable_out bit whenever an OUT transaction is received on this endpoint."
1,This bit should not be changed while the endpoint is active.
0,This bit will be set when the ACK is received from the host to indicate successful packet delivery as part of an IN transaction.
0,Note that SETUP transactions are always either accepted or ignored.
0,"For endpoints that accept SETUP transactions, a SETUP packet will clear the STALL flag on endpoints for both the IN and OUT directions."
0,Note that SETUP transactions are always either accepted or ignored.
0,"For endpoints that accept SETUP transactions, a SETUP packet will clear the STALL flag on endpoints for both the IN and OUT directions."
0,This bit indicates a pending transaction was canceled by the hardware.
0,This bit should be set to indicate the buffer is ready for sending.
0,This allows use of the IN channel for transfer of SETUP information.
0,The original buffer must be resubmitted after the SETUP sequence is complete.
0,A link reset also clears the bit.
0,In either of the cases where the hardware cancels the transaction it will also set the pend bit.
0,No handshake packet will be expected for an IN transaction.
0,Regardless of the state of this field usb_rx_dp and usb_rx_dn are always used to detect SE0.
0,"This bit also feeds the rx_enable pin, activating the receiver when the device is not suspended."
0,This directly controls the output pin of the same name.
0,"It is intended to be used to enable the use of a variety of external transceivers, to select an encoding that matches the transceiver."
0,"Recognize a single SE0 bit as an end of packet, otherwise two successive bits are required."
0,Particularly useful if D+/Dare mapped to SBU1/SBU2 pins of USB-C.
0,"Note that while in oscillator test mode, the device no longer receives SOFs and consequently does not generate the reference signal for clock synchronization."
0,The clock might drift off.
0,"Activation may not happen immediately, and its status can be verified by checking wake_events.module_active."
0,Signal to the wake detection module that it may release control of the pull-ups back to the main block and return to an inactive state.
0,The release back to normal state may not happen immediately.
0,The status can be confirmed via wake_events.module_active.
0,"Note that this bit can also be used without powering down, such as when usbdev detects resume signaling before transitions to low power states have begun."
0,"For better receive sensitivity, lower transmit jitter and to be standard compliant, a dedicated, differential USB transceiver such as the USB1T11A or the USB1T20 must be used (see Section 7.1.4.1 of the USB 2.0 specification)."
0,"Depending on the selected USB transceiver, either the dp/dn or d/se0 transmit paths or can be used to interface the IP block with the transceiver."
0,"If the selected USB transceiver contains a differential receiver, its output may also be enabled and passed to the D input of the IP block."
0,When prototyping on FPGAs the interface can be implemented with pseudo-differential 3.3V GPIO pins for D+ and D-.
0,The receiver will oversample to recover the bitstream and clock alignment even if there is considerable timing skew between the signal paths.
0,"The full speed transmit always uses LVCMOS output drivers (see USB 2.0 spec Figure 7-1 and Figure 7-3) but there are two possible encodings: Either the D+ and Dvalues are directly driven from tx_dp and tx_dn, or there is a data value from tx_d and an indicator to force SE0 from tx_se0."
0,"External to the IP, these should be combined to drive the actual pins when transmit is enabled and receive otherwise."
0,Using standard 3.3V IO pads allows use on most FPGAs although the drive strength and series termination resistors may need to be adjusted to meet the USB signal eye.
0,"On a Xilinx Artix-7 (and less well tested Spartan-7) part, setting the driver to the 8mA, FAST setting seems to work well with a 22R series termination (and with a 0R series termination)."
0,The interface was developed using the Digilent Nexys Video board with a PMOD card attached.
0,A PMOD interface with direct connection to the SoC should be used (some PMOD interfaces include 100R series resistors which break the signal requirements for USB).
0,The PMOD card includes two USB micro-B connectors and allows two USB interfaces to be used.
0,The D+ and Dsignals have 22R series resistors (in line with the USB spec) and there is a 1.5k pullup on D+ to the pullup enable signal.
0,There is a resistive divider to set the sense pin at half of the VBUS voltage which enables detection on the FPGA without overvoltage on the pin.
0,Data is transferred to the host based on the host requesting a transfer with an IN transaction.
0,"Data is queued for transmission by writing the corresponding configin register with the buffer ID containing the data, the length in bytes of data (0 to maximum packet length) and setting the rdy bit."
0,"The higher level protocol engine forms the bitstream into packets, performs CRC checking and recognizes IN, OUT and SETUP transactions."
0,"At the lowest level of the USB stack the transmit bitstream is serialized, converted to non-return-to-zero inverted (NRZI) encoding with bit-stuffing and sent to the transmitter."
0,"The received bitstream is recovered, clock aligned and decoded and has bit-stuffing removed."
0,A Full-Speed device identifies itself by providing a 1.5k pullup resistor (to 3.3V) on the D+ line.
1,Implementations might allow a more-privileged level to trap otherwise permitted CSR accesses by a less-privileged level to allow these accesses to be intercepted.
1,Shadows CSRs provide a read-write address via which a higher privilege level can modify a register that is read-only at a lower privilege level.
1,CSRs that are read-only at some lower privilege level are shadowed into separate CSR addresses if they are made read-write at a higher privilege level.This avoids trapping permitted lower-privilege accesses while still causing traps on illegal accesses.
1,We require that lower privilege levels execute environment calls instead of reading CPU registers to determine features available at each privilege level.
1,"For simplicity, MPRV and MXR are in effect regardless of privilege mode, but in normal use will only be enabled for short sequences in machine mode."
